account,link,token,stem,amount_balance,bdv_balance
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-21952,1465938126,327333174
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26522,3748379,836985
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,183314314,40932747
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16290,3068529252,685179956
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-24106,300720662,67148706
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-25854,48035037,10725869
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-23002,2264483537,505642477
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26318,611799327,136610278
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-25852,5204851,1162204
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-28418,297493,66427
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-19120,135633653,30285994
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-17892,626948109,139992890
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16634,890603872,198865277
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-52404,298827068,66743666
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-24858,15404029,3439606
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26358,334926050,74786517
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26404,292047044,65211951
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-24104,71347038,15931267
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26524,3060927,683482
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-24860,148573631,33175396
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-25348,98927775,22089842
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26252,130854540,29218853
0x6343b307c288432bb9ad9003b4230b08b56b3b82,"<a href=""https://etherscan.io/address/0x6343b307c288432bb9ad9003b4230b08b56b3b82"" target=""_blank"" >0x6343b307c288432bb9ad9003b4230b08b56b3b82</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-26210,1100000000,245621889
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32908,482792840,165515120
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33076,148459169,50896026
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0xbea0e11282e2bb5893bece110cf199501e872bad,26145,1026017186211226743,118244800
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32732,189137554,64841734
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16314,1,1
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-43052,865549682,296735055
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0xbea0e11282e2bb5893bece110cf199501e872bad,6399,646630028004081061,55023361
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0xbea0e11282e2bb5893bece110cf199501e872bad,-11117395375,3456786297606565036,422295514
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33708,143634253,49241908
0x6363f3da9d28c1310c2eabdd8e57593269f03ff8,"<a href=""https://etherscan.io/address/0x6363f3da9d28c1310c2eabdd8e57593269f03ff8"" target=""_blank"" >0x6363f3da9d28c1310c2eabdd8e57593269f03ff8</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32568,139742754,47907794
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32788,11053368307,3790285395
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33016,5541115249,1900091232
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33300,2447187802,839159605
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,3,1
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-34892,217742995343,74665755483
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32492,24386391309,8362282003
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33644,3398273142,1165294116
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32912,8709495042,2986553143
0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1,"<a href=""https://etherscan.io/address/0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1"" target=""_blank"" >0x642c9e3d3f649f9fccb9f28707a0260ba1e156b1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-34200,3348178870,1148116404
0x647bc16dcc2a3092a59a6b9f7944928d94301042,"<a href=""https://etherscan.io/address/0x647bc16dcc2a3092a59a6b9f7944928d94301042"" target=""_blank"" >0x647bc16dcc2a3092a59a6b9f7944928d94301042</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,132173033,24526647
0x647bc16dcc2a3092a59a6b9f7944928d94301042,"<a href=""https://etherscan.io/address/0x647bc16dcc2a3092a59a6b9f7944928d94301042"" target=""_blank"" >0x647bc16dcc2a3092a59a6b9f7944928d94301042</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16680,3242522,601697
0x647bc16dcc2a3092a59a6b9f7944928d94301042,"<a href=""https://etherscan.io/address/0x647bc16dcc2a3092a59a6b9f7944928d94301042"" target=""_blank"" >0x647bc16dcc2a3092a59a6b9f7944928d94301042</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33452,1706466769,327933023
0x647bc16dcc2a3092a59a6b9f7944928d94301042,"<a href=""https://etherscan.io/address/0x647bc16dcc2a3092a59a6b9f7944928d94301042"" target=""_blank"" >0x647bc16dcc2a3092a59a6b9f7944928d94301042</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33360,969610534,184935316
0x647bc16dcc2a3092a59a6b9f7944928d94301042,"<a href=""https://etherscan.io/address/0x647bc16dcc2a3092a59a6b9f7944928d94301042"" target=""_blank"" >0x647bc16dcc2a3092a59a6b9f7944928d94301042</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16346,372017668,69033341
0x647bc16dcc2a3092a59a6b9f7944928d94301042,"<a href=""https://etherscan.io/address/0x647bc16dcc2a3092a59a6b9f7944928d94301042"" target=""_blank"" >0x647bc16dcc2a3092a59a6b9f7944928d94301042</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16636,11387602,2113136
0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1,"<a href=""https://etherscan.io/address/0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1"" target=""_blank"" >0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16308,146551416,32768834
0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1,"<a href=""https://etherscan.io/address/0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1"" target=""_blank"" >0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32616,7827911301,1748637978
0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1,"<a href=""https://etherscan.io/address/0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1"" target=""_blank"" >0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,303901930,67952343
0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1,"<a href=""https://etherscan.io/address/0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1"" target=""_blank"" >0x647eaf826c6b7171c4ca1efb59c624aaf2553ce1</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32680,8444327747,1886336165
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,2832,293286713,293286713
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16220,1326063313,1326063313
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32792,194217825966,42697807862
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-14190,89482670,89482670
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-16068,459318630,459318630
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32544,15806987139,3475086266
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11842,157396781,157396781
0x648457fc44eaaf5b1feb75974c826f1ca44745b7,"<a href=""https://etherscan.io/address/0x648457fc44eaaf5b1feb75974c826f1ca44745b7"" target=""_blank"" >0x648457fc44eaaf5b1feb75974c826f1ca44745b7</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,3,1
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16290,4482301074,996023111
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,1286934087,285972778
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-5516,132986267867,29686659561
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-11032,1,1
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16384,2485672121,552347296
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16350,2918322851,648487675
0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61,"<a href=""https://etherscan.io/address/0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61"" target=""_blank"" >0x648fa93ea7f1820ef9291c3879b2e3c503e1aa61</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,2,0
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,13731,52254571,52254571
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,0,2,0
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32916,1,1
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,23212996250,102811869,102811869
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272000000,233829652,52588775
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,5700,18162767,18162767
0x65cd9979beecad572a6081fb3ec9fa47fca2427a,"<a href=""https://etherscan.io/address/0x65cd9979beecad572a6081fb3ec9fa47fca2427a"" target=""_blank"" >0x65cd9979beecad572a6081fb3ec9fa47fca2427a</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-32377000000,8006582254,1800696995
0x6631e82edd9f7f209aef9d2d09ffc2be47d8ae43,"<a href=""https://etherscan.io/address/0x6631e82edd9f7f209aef9d2d09ffc2be47d8ae43"" target=""_blank"" >0x6631e82edd9f7f209aef9d2d09ffc2be47d8ae43</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32748,1444540000,264630937
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-33088,99443665857,22413102488
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32912,98444321938,22187865440
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,1850,305392292,305392292
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,6162,158385777,158385777
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32516,3745072559,844082873
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,5,1
0x66435387dce9f113be44d5e730eb1c068b328e93,"<a href=""https://etherscan.io/address/0x66435387dce9f113be44d5e730eb1c068b328e93"" target=""_blank"" >0x66435387dce9f113be44d5e730eb1c068b328e93</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,2778,180310277,180310277
0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff,"<a href=""https://etherscan.io/address/0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff"" target=""_blank"" >0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16272,55959125,12455623
0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff,"<a href=""https://etherscan.io/address/0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff"" target=""_blank"" >0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16286,3035794094,675720125
0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff,"<a href=""https://etherscan.io/address/0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff"" target=""_blank"" >0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff</a>",0xbea0000029ad1c77d3d5d23ba2d8893db9d1efab,-11688,108909861,108909861
0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff,"<a href=""https://etherscan.io/address/0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff"" target=""_blank"" >0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff</a>",0x1bea0050e63e05fbb5d8ba2f10cf5800b6224449,-16284,3653274,813161
0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff,"<a href=""https://etherscan.io/address/0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff"" target=""_blank"" >0x6661b9b527f4dad25a97ca4fc9b29f90f0760cff</a>",0x1bea3ccd22f4ebd3d37d731ba31eeca95713716d,-32568,8928814591,1988135073
